Timestamp,Conductive_band,Thermistor
13.779701471328735,2475.0,1749.0
13.881675481796265,2475.0,1749.0
13.98409104347229,2475.0,1755.0
14.085733413696289,2475.0,1758.0
14.187771558761597,2474.0,1751.0
14.289937257766724,2475.0,1755.0
14.391783714294434,2475.0,1754.0
14.494440078735352,2474.0,1758.0
14.596309661865234,2473.0,1756.0
14.697950839996338,2473.0,1761.0
14.799757957458496,2476.0,1753.0
14.90186357498169,2478.0,1755.0
15.003769159317017,2482.0,1748.0
15.105840921401978,2484.0,1746.0
15.207781076431274,2485.0,1753.0
15.309877872467041,2486.0,1746.0
15.412964105606079,2489.0,1746.0
15.514729022979736,2490.0,1747.0
15.617035627365112,2494.0,1738.0
15.719004392623901,2496.0,1739.0
15.820711851119995,2496.0,1741.0
15.922968626022339,2498.0,1738.0
16.025055646896362,2497.0,1739.0
16.126859664916992,2496.0,1733.0
16.228781938552856,2495.0,1737.0
16.33076000213623,2493.0,1733.0
16.432732582092285,2489.0,1731.0
16.53489089012146,2487.0,1729.0
16.636727333068848,2486.0,1743.0
16.739110708236694,2485.0,1746.0
16.840802907943726,2484.0,1738.0
16.94309949874878,2483.0,1738.0
17.04508686065674,2483.0,1749.0
17.147910356521606,2483.0,1751.0
17.249961614608765,2482.0,1747.0
17.35219693183899,2481.0,1748.0
17.453708171844482,2481.0,1754.0
17.555786609649658,2481.0,1749.0
17.657975912094116,2481.0,1749.0
17.7597496509552,2481.0,1753.0
17.86197543144226,2479.0,1755.0
17.963993310928345,2477.0,1763.0
18.065780878067017,2479.0,1754.0
18.16812014579773,2481.0,1758.0
18.269817352294922,2483.0,1755.0
18.37176203727722,2485.0,1753.0
18.47371792793274,2486.0,1755.0
18.575761795043945,2489.0,1755.0
18.678139209747314,2489.0,1741.0
18.779796600341797,2490.0,1747.0
18.88263249397278,2491.0,1742.0
18.984703540802002,2491.0,1746.0
19.08664298057556,2489.0,1736.0
19.188724756240845,2487.0,1745.0
19.29070496559143,2487.0,1736.0
19.392638683319092,2486.0,1735.0
19.49477219581604,2481.0,1738.0
19.596880197525024,2479.0,1741.0
19.69882297515869,2478.0,1739.0
19.800671815872192,2477.0,1737.0
19.903676748275757,2475.0,1741.0
20.004714012145996,2475.0,1749.0
20.106723308563232,2476.0,1750.0
20.20875859260559,2475.0,1751.0
20.31072735786438,2475.0,1750.0
20.413110494613647,2475.0,1746.0
20.515843152999878,2475.0,1751.0
20.61758828163147,2475.0,1755.0
20.719892978668213,2475.0,1754.0
20.821585655212402,2473.0,1752.0
20.92364740371704,2472.0,1753.0
21.026188135147095,2475.0,1753.0
21.128357410430908,2477.0,1755.0
21.22962260246277,2480.0,1750.0
21.331613302230835,2483.0,1745.0
21.433635234832764,2485.0,1751.0
21.5356707572937,2486.0,1744.0
21.63795566558838,2488.0,1744.0
21.739638328552246,2489.0,1744.0
21.841689586639404,2492.0,1737.0
21.944171905517578,2493.0,1741.0
22.045655965805054,2494.0,1732.0
22.14785647392273,2494.0,1741.0
22.250577926635742,2493.0,1737.0
22.3525447845459,2491.0,1737.0
22.454557180404663,2490.0,1738.0
22.55655288696289,2487.0,1729.0
22.658636808395386,2484.0,1728.0
22.760555267333984,2482.0,1734.0
22.86262083053589,2481.0,1736.0
22.964584827423096,2480.0,1737.0
23.06708025932312,2479.0,1740.0
23.168798446655273,2478.0,1744.0
23.270623207092285,2478.0,1742.0
23.372591495513916,2478.0,1745.0
