Timestamp,Conductive_band,Thermistor
0.0019676685333251953,2457.0,1749.0
0.10407376289367676,2459.0,1748.0
0.2059798240661621,2458.0,1747.0
0.3080179691314697,2459.0,1749.0
0.40998411178588867,2464.0,1741.0
0.5120382308959961,2469.0,1744.0
0.6140391826629639,2474.0,1747.0
0.7160098552703857,2479.0,1745.0
0.8182563781738281,2484.0,1747.0
0.920097827911377,2488.0,1735.0
1.022165060043335,2491.0,1745.0
1.124469518661499,2493.0,1737.0
1.226571798324585,2492.0,1740.0
1.3283686637878418,2494.0,1732.0
1.430116891860962,2495.0,1732.0
1.53208589553833,2493.0,1735.0
1.6343903541564941,2489.0,1735.0
1.7369568347930908,2486.0,1731.0
1.839254379272461,2484.0,1739.0
1.9413912296295166,2482.0,1735.0
2.0432612895965576,2480.0,1732.0
2.1453981399536133,2479.0,1737.0
2.2472856044769287,2479.0,1741.0
2.3494694232940674,2479.0,1738.0
2.451090097427368,2478.0,1740.0
2.5533013343811035,2478.0,1746.0
2.6550233364105225,2478.0,1750.0
2.7570836544036865,2477.0,1751.0
2.859311580657959,2476.0,1750.0
2.9613091945648193,2475.0,1756.0
3.063319206237793,2475.0,1763.0
3.165153980255127,2475.0,1754.0
3.2672650814056396,2479.0,1753.0
3.369976282119751,2480.0,1754.0
3.472149133682251,2483.0,1750.0
3.5739426612854004,2485.0,1749.0
3.6761832237243652,2488.0,1744.0
3.778073310852051,2490.0,1743.0
3.8799147605895996,2493.0,1746.0
3.981945276260376,2495.0,1735.0
4.083934307098389,2495.0,1739.0
4.185945272445679,2497.0,1736.0
4.288222312927246,2495.0,1733.0
4.389934062957764,2494.0,1738.0
4.492232799530029,2491.0,1738.0
4.594868898391724,2488.0,1739.0
4.695999622344971,2485.0,1735.0
4.798224925994873,2483.0,1740.0
4.90065336227417,2483.0,1738.0
5.002191781997681,2482.0,1747.0
5.104834318161011,2482.0,1749.0
5.206848859786987,2481.0,1747.0
5.309717655181885,2480.0,1748.0
5.4115149974823,2482.0,1745.0
5.512927532196045,2481.0,1748.0
5.614924430847168,2480.0,1758.0
5.716948747634888,2479.0,1755.0
5.819668531417847,2479.0,1758.0
5.920884370803833,2479.0,1765.0
6.022931814193726,2479.0,1764.0
6.125771999359131,2480.0,1761.0
6.226958751678467,2482.0,1760.0
6.32903265953064,2485.0,1748.0
6.430983304977417,2487.0,1749.0
6.53292989730835,2488.0,1751.0
6.6349992752075195,2490.0,1751.0
6.737410306930542,2491.0,1743.0
6.839855670928955,2493.0,1747.0
6.941878318786621,2494.0,1739.0
7.043834209442139,2495.0,1736.0
7.145895004272461,2494.0,1738.0
7.247839450836182,2493.0,1741.0
7.349890470504761,2491.0,1730.0
7.451923847198486,2487.0,1731.0
7.553933143615723,2482.0,1736.0
7.655850172042847,2482.0,1740.0
7.758172035217285,2482.0,1741.0
7.859886407852173,2481.0,1744.0
7.961877107620239,2480.0,1751.0
8.06393551826477,2480.0,1749.0
8.165946960449219,2480.0,1758.0
8.267984867095947,2480.0,1752.0
8.369926691055298,2480.0,1752.0
8.472143650054932,2479.0,1749.0
8.574875354766846,2478.0,1749.0
8.677132368087769,2477.0,1757.0
8.778829574584961,2477.0,1755.0
8.880850076675415,2477.0,1758.0
8.983141660690308,2478.0,1754.0
9.084813356399536,2479.0,1755.0
9.18681812286377,2481.0,1753.0
9.28916621208191,2483.0,1750.0
9.391262769699097,2484.0,1746.0
9.493191480636597,2485.0,1742.0
9.595192909240723,2486.0,1744.0
9.69693374633789,2487.0,1744.0
9.799315214157104,2488.0,1745.0
9.901207208633423,2489.0,1745.0
10.003220558166504,2489.0,1745.0
10.104899883270264,2487.0,1741.0
10.207051515579224,2486.0,1740.0
10.309860944747925,2484.0,1736.0
10.412051677703857,2480.0,1740.0
10.514071941375732,2477.0,1737.0
10.615814208984375,2477.0,1744.0
10.71785044670105,2476.0,1746.0
10.819819927215576,2475.0,1744.0
10.921998977661133,2475.0,1744.0
11.023797988891602,2475.0,1746.0
11.12585711479187,2474.0,1753.0
11.22819447517395,2475.0,1755.0
11.329825639724731,2475.0,1751.0
11.431861400604248,2474.0,1758.0
11.53383731842041,2474.0,1748.0
11.635900259017944,2472.0,1755.0
11.73786211013794,2472.0,1753.0
11.839948415756226,2473.0,1755.0
11.942753553390503,2475.0,1755.0
12.044747829437256,2478.0,1750.0
12.147558450698853,2479.0,1747.0
12.248804092407227,2482.0,1747.0
12.350796222686768,2484.0,1747.0
12.45280385017395,2485.0,1743.0
12.554853677749634,2487.0,1738.0
12.656830549240112,2487.0,1741.0
12.758833646774292,2488.0,1743.0
12.86077618598938,2487.0,1740.0
12.963108777999878,2485.0,1740.0
13.064849138259888,2483.0,1739.0
13.166852712631226,2480.0,1734.0
13.269347190856934,2477.0,1741.0
13.370810508728027,2475.0,1738.0
13.472832679748535,2474.0,1737.0
13.575060606002808,2474.0,1746.0
13.677725315093994,2475.0,1740.0
