Timestamp,Sensor1,Sensor2,BreathRate1,BreathRate2,FusedBreathRate
249.0,239,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
250.0,240,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
251.0,240,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
252.0,238,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
253.0,239,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
254.0,240,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
255.0,240,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
256.0,239,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
257.0,239,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
258.0,240,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
259.0,238,1,1.4150943396226416,0.2830188679245283,1.4150943396226416
260.0,239,1,1.4150943396226416,0.502092050209205,1.4150943396226416
261.0,239,1,1.4150943396226416,0.502092050209205,1.4150943396226416
262.0,239,1,1.4150943396226416,0.502092050209205,1.4150943396226416
263.0,240,1,1.4150943396226416,0.502092050209205,1.4150943396226416
264.0,238,1,1.4150943396226416,0.502092050209205,1.4150943396226416
265.0,239,1,1.4150943396226416,0.502092050209205,1.4150943396226416
266.0,238,1,1.4150943396226416,0.502092050209205,1.4150943396226416
267.0,238,1,1.4150943396226416,0.502092050209205,1.4150943396226416
268.0,237,1,1.4150943396226416,0.502092050209205,1.4150943396226416
269.0,238,1,1.4150943396226416,0.502092050209205,1.4150943396226416
270.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
271.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
272.0,239,1,1.4457831325301205,0.502092050209205,1.4457831325301205
273.0,240,1,1.4457831325301205,0.502092050209205,1.4457831325301205
274.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
275.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
276.0,239,1,1.4457831325301205,0.502092050209205,1.4457831325301205
277.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
278.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
279.0,239,1,1.4457831325301205,0.502092050209205,1.4457831325301205
280.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
281.0,240,1,1.4457831325301205,0.502092050209205,1.4457831325301205
282.0,240,1,1.4457831325301205,0.502092050209205,1.4457831325301205
283.0,239,1,1.4457831325301205,0.502092050209205,1.4457831325301205
284.0,239,1,1.4457831325301205,0.502092050209205,1.4457831325301205
285.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
286.0,238,1,1.4457831325301205,0.502092050209205,1.4457831325301205
287.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
288.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
289.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
290.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
291.0,239,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
292.0,237,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
293.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
294.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
295.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
296.0,237,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
297.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
298.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
299.0,237,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
300.0,237,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
301.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
302.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
303.0,237,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
304.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
305.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
306.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
307.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
308.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
309.0,239,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
310.0,238,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
311.0,239,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
312.0,239,1,1.4457831325301205,0.6766917293233082,1.4457831325301205
313.0,238,1,1.4457831325301205,0.821917808219178,1.4457831325301205
314.0,238,1,1.4457831325301205,0.821917808219178,1.4457831325301205
315.0,237,1,1.4457831325301205,0.821917808219178,1.4457831325301205
316.0,238,1,1.4457831325301205,0.821917808219178,1.4457831325301205
317.0,237,1,1.4457831325301205,0.821917808219178,1.4457831325301205
318.0,237,1,1.4457831325301205,0.821917808219178,1.4457831325301205
319.0,237,1,1.4457831325301205,0.821917808219178,1.4457831325301205
