Timestamp,Sensor1,Sensor2,BreathRate1,BreathRate2,FusedBreathRate
2167.0,412,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2168.0,320,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2169.0,338,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2170.0,402,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2171.0,331,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2172.0,302,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2173.0,404,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2174.0,439,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2175.0,324,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2176.0,413,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2177.0,432,1,0.8866995073891625,0.2830188679245283,0.8866995073891625
2178.0,323,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2179.0,309,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2180.0,432,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2181.0,356,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2182.0,312,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2183.0,418,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2184.0,418,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2185.0,322,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2186.0,404,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2187.0,430,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2188.0,317,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2189.0,309,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2190.0,426,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2191.0,354,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2192.0,310,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2193.0,405,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2194.0,415,1,0.8866995073891625,0.502092050209205,0.8866995073891625
2195.0,305,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2196.0,309,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2197.0,409,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2198.0,329,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2199.0,313,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2200.0,414,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2201.0,424,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2202.0,313,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2203.0,412,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2204.0,435,1,0.9411764705882353,0.502092050209205,0.9411764705882353
2205.0,324,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2206.0,355,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2207.0,423,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2208.0,323,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2209.0,309,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2210.0,423,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2211.0,360,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2212.0,312,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2213.0,407,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2214.0,429,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2215.0,328,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2216.0,312,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2217.0,439,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2218.0,330,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2219.0,305,1,0.9411764705882353,0.6766917293233082,0.9411764705882353
2220.0,428,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2221.0,327,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2222.0,318,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2223.0,410,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2224.0,332,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2225.0,316,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2226.0,423,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2227.0,358,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2228.0,297,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2229.0,415,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2230.0,432,1,1.0714285714285714,0.6766917293233082,1.0714285714285714
2231.0,316,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2232.0,408,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2233.0,428,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2234.0,328,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2235.0,316,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2236.0,410,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2237.0,383,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2238.0,318,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2239.0,351,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2240.0,401,1,1.0714285714285714,0.821917808219178,1.0714285714285714
2241.0,349,1,1.0714285714285714,0.821917808219178,1.0714285714285714
